CAUTION - CPROFILE WAS ACTIVE
         41520782 function calls (41520413 primitive calls) in 24.461 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       49    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      320    0.000    0.000    0.000    0.000 inspect.py:1189(tokeneater)
      720    0.000    0.000    0.000    0.000 basics.py:548(fromperc)
       71    0.000    0.000    0.000    0.000 pgbasics.py:1160(__eq__)
      115    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       43    0.000    0.000    0.000    0.000 main.py:1670(<lambda>)
      112    0.000    0.000    0.000    0.000 threading.py:1040(_set_native_id)
       35    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
      112    0.000    0.000    0.000    0.000 threading.py:308(_release_save)
        1    0.000    0.000    0.000    0.000 socket.py:288(accept)
        1    0.000    0.000    0.000    0.000 cursors.py:717(compile)
        9    0.000    0.000    0.000    0.000 pgwidgets.py:127(_kill)
        3    0.000    0.000    0.000    0.000 windows_events.py:84(cancel)
        1    0.000    0.000    0.000    0.000 runners.py:197(_cancel_all_tasks)
        5    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        3    0.000    0.000    0.000    0.000 base_events.py:451(create_task)
        1    0.000    0.000    0.000    0.000 tokenize.py:352(detect_encoding)
        1    0.000    0.000    0.000    0.000 tasks.py:43(all_tasks)
       36    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
      106    0.000    0.000    0.000    0.000 basics.py:143(<genexpr>)
      320    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFFBBAC68F0}
      123    0.000    0.000    0.000    0.000 _parser.py:168(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.stat}
       34    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
      176    0.000    0.000    0.000    0.000 pgbasics.py:1053(left)
        1    0.000    0.000    0.000    0.000 base_events.py:411(__init__)
        2    0.000    0.000    0.000    0.000 windows_events.py:824(close)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       11    0.000    0.000    0.000    0.000 pgwidgets.py:435(inc_output)
        3    0.000    0.000    0.000    0.000 tasks.py:670(ensure_future)
        3    0.000    0.000    0.000    0.000 base_events.py:182(_run_until_complete_cb)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 {method 'WSARecv' of '_overlapped.Overlapped' objects}  
       44    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
     21/7    0.000    0.000    0.000    0.000 _parser.py:178(getwidth)
       49    0.000    0.000    0.000    0.000 pgwidgets.py:86(startup_command)
        7    0.000    0.000    0.000    0.000 pgwidgets.py:693(init_slider_stuff)
       36    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      112    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}        
        3    0.000    0.000    0.000    0.000 windows_events.py:714(_register)
        3    0.000    0.000    0.000    0.000 windows_events.py:704(_register_with_iocp)
      162    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
        2    0.000    0.000    0.000    0.000 tokenize.py:376(read_or_stop)
        5    0.000    0.000    0.000    0.000 _parser.py:98(closegroup)
       45    0.000    0.000    0.000    0.000 {method 'subsurface' of 'pygame.surface.Surface' objects}
        5    0.000    0.000    0.000    0.000 main.py:311(mousebuttonup_event)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
        2    0.000    0.000    0.000    0.000 signal.py:56(signal)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}        
        1    0.000    0.000    0.000    0.000 _compiler.py:511(_compile_info)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}     
        1    0.000    0.000    0.000    0.000 {method '_accept' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 pgwidgets.py:82(replace_og)
      112    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        2    0.000    0.000    0.000    0.000 random.py:126(__init__)
        3    0.000    0.000    0.000    0.000 events.py:783(get_event_loop_policy)
       25    0.000    0.000    0.000    0.000 basics.py:529(clamp)
        8    0.000    0.000    0.000    0.000 _compiler.py:243(_optimize_charset)
        3    0.000    0.000    0.000    0.000 windows_events.py:68(_cancel_overlapped)
        1    0.000    0.000    0.000    0.000 events.py:775(_init_event_loop_policy)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'pygame.surface.Surface' objects}     
        4    0.000    0.000    0.000    0.000 main.py:2792(set_anim)
       43    0.000    0.000    0.000    0.000 _parser.py:261(get)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        2    0.000    0.000    0.000    0.000 random.py:135(seed)
       52    0.000    0.000    0.000    0.000 entities.py:369(set_yvel)
        2    0.000    0.000    0.000    0.000 {built-in method pygame.draw.rect}
        1    0.000    0.000    0.000    0.000 {method 'listen' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 enum.py:1562(__and__)
        1    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
      102    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       21    0.000    0.000    0.000    0.000 pgwidgets.py:683(in_area)
        3    0.000    0.000    0.000    0.000 {function _OverlappedFuture.cancel at 0x000002ACB85B3420}
        1    0.000    0.000    0.000    0.000 windows_events.py:419(__init__)
        1    0.000    0.000    0.000    0.000 pgbasics.py:187(circle)
      118    0.000    0.000    0.000    0.000 threading.py:601(is_set)
        3    0.000    0.000    0.000    0.000 {method 'cancel' of '_overlapped.Overlapped' objects}   
       38    0.000    0.000    0.000    0.000 _parser.py:176(append)
        1    0.000    0.000    0.000    0.000 main.py:1294(dnc_minute_vel)
        1    0.000    0.000    0.000    0.000 inspect.py:904(getfile)
        2    0.000    0.000    0.000    0.000 {built-in method _overlapped.CreateIoCompletionPort}    
        1    0.000    0.000    0.000    0.000 coroutines.py:10(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        3    0.000    0.000    0.000    0.000 windows_events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 main.py:1290(dnc_second_vel)
        4    0.000    0.000    0.000    0.000 signal.py:36(_enum_to_int)
        1    0.000    0.000    0.000    0.000 base_events.py:697(close)
        2    0.000    0.000    0.000    0.000 signal.py:62(getsignal)
       55    0.000    0.000    0.000    0.000 _parser.py:240(__next)
        1    0.000    0.000    0.000    0.000 socket.py:516(family)
        4    0.000    0.000    0.000    0.000 enum.py:726(__call__)
       87    0.000    0.000    0.000    0.000 entities.py:331(width)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        2    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        6    0.000    0.000    0.000    0.000 threading.py:1249(daemon)
        1    0.000    0.000    0.000    0.000 main.py:1284(dnc_length)
        2    0.000    0.000    0.000    0.000 events.py:816(set_event_loop)
        1    0.000    0.000    0.000    0.000 main.py:1298(set_dnc_colors)
        8    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
        1    0.000    0.000    0.000    0.000 settings.py:488(group)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002ACB8037C40}
        1    0.000    0.000    0.000    0.000 basics.py:801(__init__)
       33    0.000    0.000    0.000    0.000 _parser.py:256(match)
        1    0.000    0.000    0.000    0.000 {built-in method nt.remove}
       34    0.000    0.000    0.000    0.000 _parser.py:164(__len__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        6    0.000    0.000    0.000    0.000 {built-in method sys.set_asyncgen_hooks}
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio._get_running_loop}
        5    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:75(__contains__)
        2    0.000    0.000    0.000    0.000 tokenize.py:382(find_cookie)
        5    0.000    0.000    0.000    0.000 futures.py:299(_get_loop)
       45    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        6    0.000    0.000    0.000    0.000 base_futures.py:13(isfuture)
        1    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        6    0.000    0.000    0.000    0.000 base_events.py:620(_check_running)
        3    0.000    0.000    0.000    0.000 coroutines.py:32(iscoroutine)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 _compiler.py:398(_simple)
       58    0.000    0.000    0.000    0.000 pgwidgets.py:370(<genexpr>)
       18    0.000    0.000    0.000    0.000 _parser.py:293(tell)
        1    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
        1    0.000    0.000    0.000    0.000 cursors.py:57(__init__)
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}      
        6    0.000    0.000    0.000    0.000 pgwidgets.py:373(<genexpr>)
        8    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
        1    0.000    0.000    0.000    0.000 inspect.py:981(getmodule)
        2    0.000    0.000    0.000    0.000 events.py:707(set_event_loop)
        6    0.000    0.000    0.000    0.000 base_events.py:1990(_set_coroutine_origin_tracking)     
       15    0.000    0.000    0.000    0.000 pgwidgets.py:372(<genexpr>)
       58    0.000    0.000    0.000    0.000 pgwidgets.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        1    0.000    0.000    0.000    0.000 base_events.py:561(shutdown_asyncgens)
       27    0.000    0.000    0.000    0.000 {method 'get_rect' of 'pygame.surface.Surface' objects} 
        6    0.000    0.000    0.000    0.000 enum.py:1544(_get_value)
        4    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}      
        1    0.000    0.000    0.000    0.000 main.py:1237(get_partition)
       11    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:72(__len__)
        1    0.000    0.000    0.000    0.000 basics.py:898(mean)
        4    0.000    0.000    0.000    0.000 signal.py:24(_int_to_enum)
        4    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _signal.set_wakeup_fd}
        1    0.000    0.000    0.000    0.000 proactor_events.py:885(_stop_accept_futures)
        3    0.000    0.000    0.000    0.000 inspect.py:951(<genexpr>)
        1    0.000    0.000    0.000    0.000 events.py:671(__init__)
       18    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
        1    0.000    0.000    0.000    0.000 runners.py:48(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:754(encodekey)
       13    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        6    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        4    0.000    0.000    0.000    0.000 inspect.py:291(ismodule)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)    
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        1    0.000    0.000    0.000    0.000 socket.py:522(type)
        4    0.000    0.000    0.000    0.000 enum.py:1129(__new__)
        4    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
       10    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        5    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:1180(__init__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        8    0.000    0.000    0.000    0.000 {method 'get_width' of 'pygame.surface.Surface' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        3    0.000    0.000    0.000    0.000 {built-in method sys.get_asyncgen_hooks}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.mixer_music.set_volume}
        3    0.000    0.000    0.000    0.000 inspect.py:954(<genexpr>)
        2    0.000    0.000    0.000    0.000 settings.py:479(set_loading_world)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 main.py:1168(__init__)
        1    0.000    0.000    0.000    0.000 base_events.py:2008(set_debug)
        3    0.000    0.000    0.000    0.000 inspect.py:468(istraceback)
        9    0.000    0.000    0.000    0.000 {method 'get_height' of 'pygame.surface.Surface' objects}
        3    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 main.py:1740(checkb_sf_exit_command)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        2    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Future' objects}
        3    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}        
        1    0.000    0.000    0.000    0.000 main.py:2430(set_moving_mode)
        9    0.000    0.000    0.000    0.000 base_events.py:730(is_running)
        1    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 main.py:1254(use_default_assets)
        2    0.000    0.000    0.000    0.000 inspect.py:299(ismethod)
        3    0.000    0.000    0.000    0.000 inspect.py:478(isframe)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 contextlib.py:772(__init__)
        1    0.000    0.000    0.000    0.000 main.py:675(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:492(iscode)
        5    0.000    0.000    0.000    0.000 cursors.py:90(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects} 
        2    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:748(check_str)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'range' objects}
        5    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        4    0.000    0.000    0.000    0.000 main.py:1893(is_home)
        1    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        2    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
        1    0.000    0.000    0.000    0.000 tokenize.py:488(generate_tokens)
        3    0.000    0.000    0.000    0.000 base_events.py:689(stop)
        1    0.000    0.000    0.000    0.000 {method 'set_alpha' of 'pygame.surface.Surface' objects}
        5    0.000    0.000    0.000    0.000 {method 'get_loop' of '_asyncio.Future' objects}        
        3    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Task' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
        3    0.000    0.000    0.000    0.000 threading.py:1629(main_thread)
        2    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
        5    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 main.py:674(Global)
        2    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
        1    0.000    0.000    0.000    0.000 windows_events.py:871(__del__)
        4    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        3    0.000    0.000    0.000    0.000 windows_events.py:429(_check_closed)
        1    0.000    0.000    0.000    0.000 pgwidgets.py:638(check_event)
        3    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
        3    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 base_events.py:586(shutdown_default_executor)
        1    0.000    0.000    0.000    0.000 pgwidgets.py:15(__pre_init__)
        3    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:778(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 basics.py:486(c1dl)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.000    0.000 main.py:1943(set_home_stage_worlds_command)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 base_events.py:720(is_closed)
        1    0.000    0.000    0.000    0.000 windows_events.py:440(set_loop)
        1    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Future' objects}       
        1    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}       
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 contextlib.py:775(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
